ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
16968,2011,OR,Oregon,BRFSS,Obesity / Weight Status,26.1,5,057,Non-Hispanic White,RACEWHT,41
31552,2011,PA,Pennsylvania,BRFSS,Obesity / Weight Status,27.9,9,253,Non-Hispanic White,RACEWHT,42
16562,2011,RI,Rhode Island,BRFSS,Obesity / Weight Status,24.9,5,249,Non-Hispanic White,RACEWHT,44
10641,2011,SC,South Carolina,BRFSS,Obesity / Weight Status,27,8,123,Non-Hispanic White,RACEWHT,45
28133,2011,SD,South Dakota,BRFSS,Obesity / Weight Status,26.7,6,717,Non-Hispanic White,RACEWHT,46
22088,2011,TN,Tennessee,BRFSS,Obesity / Weight Status,27.9,4,667,Non-Hispanic White,RACEWHT,47
2682,2011,TX,Texas,BRFSS,Obesity / Weight Status,27,9,062,Non-Hispanic White,RACEWHT,48
23142,2011,UT,Utah,BRFSS,Obesity / Weight Status,24.4,10,561,Non-Hispanic White,RACEWHT,49
4931,2011,VT,Vermont,BRFSS,Obesity / Weight Status,25.3,6,366,Non-Hispanic White,RACEWHT,50
20144,2011,VA,Virginia,BRFSS,Obesity / Weight Status,27.5,4,682,Non-Hispanic White,RACEWHT,51
6282,2011,WA,Washington,BRFSS,Obesity / Weight Status,27,11,987,Non-Hispanic White,RACEWHT,53
38617,2011,WV,West Virginia,BRFSS,Obesity / Weight Status,32.4,4,656,Non-Hispanic White,RACEWHT,54
18314,2011,WI,Wisconsin,BRFSS,Obesity / Weight Status,26.8,4,134,Non-Hispanic White,RACEWHT,55
37657,2011,WY,Wyoming,BRFSS,Obesity / Weight Status,24.9,5,973,Non-Hispanic White,RACEWHT,56
