ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
44782,2016,SC,South Carolina,BRFSS,Obesity / Weight Status,33.5,6,039,Female,FEMALE,45
40519,2016,SD,South Dakota,BRFSS,Obesity / Weight Status,26.7,2,933,Female,FEMALE,46
41615,2016,TN,Tennessee,BRFSS,Obesity / Weight Status,33.5,3,139,Female,FEMALE,47
42376,2016,TX,Texas,BRFSS,Obesity / Weight Status,34.6,6,194,Female,FEMALE,48
40172,2016,UT,Utah,BRFSS,Obesity / Weight Status,25.1,5,163,Female,FEMALE,49
41286,2016,VT,Vermont,BRFSS,Obesity / Weight Status,26.2,3,260,Female,FEMALE,50
40345,2016,VA,Virginia,BRFSS,Obesity / Weight Status,29.5,4,535,Female,FEMALE,51
41507,2016,WA,Washington,BRFSS,Obesity / Weight Status,27.7,6,838,Female,FEMALE,53
42287,2016,WV,West Virginia,BRFSS,Obesity / Weight Status,37.4,3,595,Female,FEMALE,54
40209,2016,WI,Wisconsin,BRFSS,Obesity / Weight Status,29.9,2,507,Female,FEMALE,55
43928,2016,WY,Wyoming,BRFSS,Obesity / Weight Status,27.2,2,293,Female,FEMALE,56
42590,2016,GU,Guam,BRFSS,Obesity / Weight Status,27.3,805,Female,FEMALE,66
43305,2016,PR,Puerto Rico,BRFSS,Obesity / Weight Status,31.4,3,423,Female,FEMALE,72
42704,2016,VI,Virgin Islands,BRFSS,Obesity / Weight Status,41.9,735,Female,FEMALE,78
