ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
41801,2016,NV,Nevada,BRFSS,Obesity / Weight Status,19.2,1,360,College graduate,EDUCOGRAD,32
43979,2016,NH,New Hampshire,BRFSS,Obesity / Weight Status,22.8,2,484,College graduate,EDUCOGRAD,33
43824,2016,NJ,New Jersey,BRFSS,Obesity / Weight Status,20.2,2,879,College graduate,EDUCOGRAD,34
40348,2016,NM,New Mexico,BRFSS,Obesity / Weight Status,22.4,1,832,College graduate,EDUCOGRAD,35
43553,2016,NY,New York,BRFSS,Obesity / Weight Status,18.5,11,357,College graduate,EDUCOGRAD,36
44102,2016,NC,North Carolina,BRFSS,Obesity / Weight Status,25.5,1,967,College graduate,EDUCOGRAD,37
43903,2016,ND,North Dakota,BRFSS,Obesity / Weight Status,28.7,1,747,College graduate,EDUCOGRAD,38
41270,2016,OH,Ohio,BRFSS,Obesity / Weight Status,25.4,3,487,College graduate,EDUCOGRAD,39
41958,2016,OK,Oklahoma,BRFSS,Obesity / Weight Status,27.9,2,002,College graduate,EDUCOGRAD,40
43471,2016,OR,Oregon,BRFSS,Obesity / Weight Status,20.4,2,017,College graduate,EDUCOGRAD,41
42268,2016,PA,Pennsylvania,BRFSS,Obesity / Weight Status,21.9,2,514,College graduate,EDUCOGRAD,42
39687,2016,RI,Rhode Island,BRFSS,Obesity / Weight Status,20.1,2,071,College graduate,EDUCOGRAD,44
42933,2016,SC,South Carolina,BRFSS,Obesity / Weight Status,25.7,3,347,College graduate,EDUCOGRAD,45
40344,2016,SD,South Dakota,BRFSS,Obesity / Weight Status,28.7,1,897,College graduate,EDUCOGRAD,46
43166,2016,TN,Tennessee,BRFSS,Obesity / Weight Status,28.5,1,739,College graduate,EDUCOGRAD,47
39736,2016,TX,Texas,BRFSS,Obesity / Weight Status,24.6,4,102,College graduate,EDUCOGRAD,48
44214,2016,UT,Utah,BRFSS,Obesity / Weight Status,23.1,3,731,College graduate,EDUCOGRAD,49
39663,2016,VT,Vermont,BRFSS,Obesity / Weight Status,19.5,2,611,College graduate,EDUCOGRAD,50
43766,2016,VA,Virginia,BRFSS,Obesity / Weight Status,22,3,385,College graduate,EDUCOGRAD,51
40873,2016,WA,Washington,BRFSS,Obesity / Weight Status,20.2,5,637,College graduate,EDUCOGRAD,53
42932,2016,WV,West Virginia,BRFSS,Obesity / Weight Status,32.3,1,832,College graduate,EDUCOGRAD,54
42808,2016,WI,Wisconsin,BRFSS,Obesity / Weight Status,24.2,1,686,College graduate,EDUCOGRAD,55
43778,2016,WY,Wyoming,BRFSS,Obesity / Weight Status,24.2,1,427,College graduate,EDUCOGRAD,56
43587,2016,GU,Guam,BRFSS,Obesity / Weight Status,22.4,503,College graduate,EDUCOGRAD,66
42734,2016,PR,Puerto Rico,BRFSS,Obesity / Weight Status,27.9,1,688,College graduate,EDUCOGRAD,72
40599,2016,VI,Virgin Islands,BRFSS,Obesity / Weight Status,32.5,365,College graduate,EDUCOGRAD,78
