ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
56587,2017,US,National,BRFSS,Obesity / Weight Status,36.2,33,305,Less than $15,000,INCLESS15,0
52012,2017,UT,Utah,BRFSS,Obesity / Weight Status,27.6,441,Less than $15,000,INCLESS15,49
52992,2017,VT,Vermont,BRFSS,Obesity / Weight Status,35,410,Less than $15,000,INCLESS15,50
44874,2017,VA,Virginia,BRFSS,Obesity / Weight Status,38,520,Less than $15,000,INCLESS15,51
54984,2017,WA,Washington,BRFSS,Obesity / Weight Status,34.3,779,Less than $15,000,INCLESS15,53
58176,2017,WV,West Virginia,BRFSS,Obesity / Weight Status,39.9,606,Less than $15,000,INCLESS15,54
51988,2017,WI,Wisconsin,BRFSS,Obesity / Weight Status,35.1,321,Less than $15,000,INCLESS15,55
55468,2017,WY,Wyoming,BRFSS,Obesity / Weight Status,36.1,258,Less than $15,000,INCLESS15,56
47519,2017,GU,Guam,BRFSS,Obesity / Weight Status,38.9,209,Less than $15,000,INCLESS15,66
56387,2017,PR,Puerto Rico,BRFSS,Obesity / Weight Status,37.5,1,592,Less than $15,000,INCLESS15,72
52364,2017,VI,Virgin Islands,BRFSS,Obesity / Weight Status,~,~,Less than $15,000,INCLESS15,78
