ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
17501,2012,SD,South Dakota,BRFSS,Obesity / Weight Status,25.1,1,551,$75,000 or greater,INC75PLUS,46
7327,2012,TN,Tennessee,BRFSS,Obesity / Weight Status,29.7,927,$75,000 or greater,INC75PLUS,47
19860,2012,TX,Texas,BRFSS,Obesity / Weight Status,24.3,2,127,$75,000 or greater,INC75PLUS,48
36651,2012,UT,Utah,BRFSS,Obesity / Weight Status,22.4,3,410,$75,000 or greater,INC75PLUS,49
32490,2012,VT,Vermont,BRFSS,Obesity / Weight Status,18.1,1,401,$75,000 or greater,INC75PLUS,50
13883,2012,VA,Virginia,BRFSS,Obesity / Weight Status,22.9,2,193,$75,000 or greater,INC75PLUS,51
12388,2012,WA,Washington,BRFSS,Obesity / Weight Status,23.2,4,191,$75,000 or greater,INC75PLUS,53
11898,2012,WV,West Virginia,BRFSS,Obesity / Weight Status,33.9,821,$75,000 or greater,INC75PLUS,54
31525,2012,WI,Wisconsin,BRFSS,Obesity / Weight Status,25.1,1,040,$75,000 or greater,INC75PLUS,55
22060,2012,WY,Wyoming,BRFSS,Obesity / Weight Status,21.9,1,491,$75,000 or greater,INC75PLUS,56
