ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
24337,2014,MD,Maryland,BRFSS,Obesity / Weight Status,35.6,2,090,45 - 54,AGEYR4554,24
26700,2014,MA,Massachusetts,BRFSS,Obesity / Weight Status,29.8,2,436,45 - 54,AGEYR4554,25
3014,2014,MI,Michigan,BRFSS,Obesity / Weight Status,36.5,1,353,45 - 54,AGEYR4554,26
6857,2014,MN,Minnesota,BRFSS,Obesity / Weight Status,31.5,2,832,45 - 54,AGEYR4554,27
25710,2014,MS,Mississippi,BRFSS,Obesity / Weight Status,41.2,627,45 - 54,AGEYR4554,28
19884,2014,MO,Missouri,BRFSS,Obesity / Weight Status,34.2,989,45 - 54,AGEYR4554,29
30110,2014,MT,Montana,BRFSS,Obesity / Weight Status,29.9,1,061,45 - 54,AGEYR4554,30
18661,2014,NE,Nebraska,BRFSS,Obesity / Weight Status,35.5,3,303,45 - 54,AGEYR4554,31
29360,2014,NV,Nevada,BRFSS,Obesity / Weight Status,28.9,604,45 - 54,AGEYR4554,32
37005,2014,NH,New Hampshire,BRFSS,Obesity / Weight Status,31.6,1,018,45 - 54,AGEYR4554,33
28858,2014,NJ,New Jersey,BRFSS,Obesity / Weight Status,29.6,2,345,45 - 54,AGEYR4554,34
36493,2014,NM,New Mexico,BRFSS,Obesity / Weight Status,31.2,1,394,45 - 54,AGEYR4554,35
9276,2014,NY,New York,BRFSS,Obesity / Weight Status,34.1,1,110,45 - 54,AGEYR4554,36
10477,2014,NC,North Carolina,BRFSS,Obesity / Weight Status,34.2,1,024,45 - 54,AGEYR4554,37
12958,2014,ND,North Dakota,BRFSS,Obesity / Weight Status,36.8,1,122,45 - 54,AGEYR4554,38
28326,2014,OH,Ohio,BRFSS,Obesity / Weight Status,39.9,1,715,45 - 54,AGEYR4554,39
25575,2014,OK,Oklahoma,BRFSS,Obesity / Weight Status,40,1,224,45 - 54,AGEYR4554,40
38496,2014,OR,Oregon,BRFSS,Obesity / Weight Status,29.1,726,45 - 54,AGEYR4554,41
16166,2014,PA,Pennsylvania,BRFSS,Obesity / Weight Status,33.2,1,717,45 - 54,AGEYR4554,42
13138,2014,RI,Rhode Island,BRFSS,Obesity / Weight Status,29.2,1,088,45 - 54,AGEYR4554,44
9363,2014,SC,South Carolina,BRFSS,Obesity / Weight Status,38,1,671,45 - 54,AGEYR4554,45
26086,2014,SD,South Dakota,BRFSS,Obesity / Weight Status,33.4,1,123,45 - 54,AGEYR4554,46
39879,2014,TN,Tennessee,BRFSS,Obesity / Weight Status,39.3,769,45 - 54,AGEYR4554,47
23406,2014,TX,Texas,BRFSS,Obesity / Weight Status,36.5,2,232,45 - 54,AGEYR4554,48
15116,2014,UT,Utah,BRFSS,Obesity / Weight Status,30,2,246,45 - 54,AGEYR4554,49
13281,2014,VT,Vermont,BRFSS,Obesity / Weight Status,26.8,1,198,45 - 54,AGEYR4554,50
23811,2014,VA,Virginia,BRFSS,Obesity / Weight Status,33.4,1,668,45 - 54,AGEYR4554,51
20363,2014,WA,Washington,BRFSS,Obesity / Weight Status,31,1,520,45 - 54,AGEYR4554,53
33608,2014,WV,West Virginia,BRFSS,Obesity / Weight Status,40,1,009,45 - 54,AGEYR4554,54
12404,2014,WI,Wisconsin,BRFSS,Obesity / Weight Status,32.5,1,146,45 - 54,AGEYR4554,55
17799,2014,WY,Wyoming,BRFSS,Obesity / Weight Status,31.9,773,45 - 54,AGEYR4554,56
575,2014,GU,Guam,BRFSS,Obesity / Weight Status,29.4,488,45 - 54,AGEYR4554,66
683,2014,PR,Puerto Rico,BRFSS,Obesity / Weight Status,33.8,960,45 - 54,AGEYR4554,72
