ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
12190,2013,MN,Minnesota,BRFSS,Obesity / Weight Status,31.2,3,165,55 - 64,AGEYR5564,27
35338,2013,MS,Mississippi,BRFSS,Obesity / Weight Status,36.7,1,620,55 - 64,AGEYR5564,28
28011,2013,MO,Missouri,BRFSS,Obesity / Weight Status,34.6,1,450,55 - 64,AGEYR5564,29
16146,2013,MT,Montana,BRFSS,Obesity / Weight Status,27.7,2,123,55 - 64,AGEYR5564,30
5060,2013,NE,Nebraska,BRFSS,Obesity / Weight Status,37.5,3,584,55 - 64,AGEYR5564,31
30593,2013,NV,Nevada,BRFSS,Obesity / Weight Status,28.5,1,038,55 - 64,AGEYR5564,32
4135,2013,NH,New Hampshire,BRFSS,Obesity / Weight Status,28.5,1,368,55 - 64,AGEYR5564,33
24661,2013,NJ,New Jersey,BRFSS,Obesity / Weight Status,29.2,2,560,55 - 64,AGEYR5564,34
15837,2013,NM,New Mexico,BRFSS,Obesity / Weight Status,29,2,029,55 - 64,AGEYR5564,35
7749,2013,NY,New York,BRFSS,Obesity / Weight Status,31,1,741,55 - 64,AGEYR5564,36
16134,2013,NC,North Carolina,BRFSS,Obesity / Weight Status,37,1,765,55 - 64,AGEYR5564,37
32365,2013,ND,North Dakota,BRFSS,Obesity / Weight Status,39.2,1,655,55 - 64,AGEYR5564,38
17954,2013,OH,Ohio,BRFSS,Obesity / Weight Status,37.4,2,601,55 - 64,AGEYR5564,39
21118,2013,OK,Oklahoma,BRFSS,Obesity / Weight Status,38.1,1,689,55 - 64,AGEYR5564,40
6015,2013,OR,Oregon,BRFSS,Obesity / Weight Status,31,1,382,55 - 64,AGEYR5564,41
19302,2013,PA,Pennsylvania,BRFSS,Obesity / Weight Status,36.7,2,382,55 - 64,AGEYR5564,42
6822,2013,RI,Rhode Island,BRFSS,Obesity / Weight Status,28,1,476,55 - 64,AGEYR5564,44
33316,2013,SC,South Carolina,BRFSS,Obesity / Weight Status,37.6,2,298,55 - 64,AGEYR5564,45
20368,2013,SD,South Dakota,BRFSS,Obesity / Weight Status,34.6,1,361,55 - 64,AGEYR5564,46
6344,2013,TN,Tennessee,BRFSS,Obesity / Weight Status,38.6,1,282,55 - 64,AGEYR5564,47
13409,2013,TX,Texas,BRFSS,Obesity / Weight Status,37.1,1,978,55 - 64,AGEYR5564,48
35065,2013,UT,Utah,BRFSS,Obesity / Weight Status,30.4,2,172,55 - 64,AGEYR5564,49
14106,2013,VT,Vermont,BRFSS,Obesity / Weight Status,26.7,1,482,55 - 64,AGEYR5564,50
16595,2013,VA,Virginia,BRFSS,Obesity / Weight Status,33.3,1,761,55 - 64,AGEYR5564,51
38754,2013,WA,Washington,BRFSS,Obesity / Weight Status,32.4,2,374,55 - 64,AGEYR5564,53
6193,2013,WV,West Virginia,BRFSS,Obesity / Weight Status,37.9,1,321,55 - 64,AGEYR5564,54
35677,2013,WI,Wisconsin,BRFSS,Obesity / Weight Status,34.9,1,452,55 - 64,AGEYR5564,55
2868,2013,WY,Wyoming,BRFSS,Obesity / Weight Status,32.7,1,599,55 - 64,AGEYR5564,56
931,2013,PR,Puerto Rico,BRFSS,Obesity / Weight Status,33.5,1,058,55 - 64,AGEYR5564,72
