ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
3521,2013,MA,Massachusetts,BRFSS,Obesity / Weight Status,28.4,3,265,High school graduate,EDUHSGRAD,25
3668,2013,MI,Michigan,BRFSS,Obesity / Weight Status,32.7,3,743,High school graduate,EDUHSGRAD,26
12262,2013,MN,Minnesota,BRFSS,Obesity / Weight Status,28.7,3,301,High school graduate,EDUHSGRAD,27
5453,2013,MS,Mississippi,BRFSS,Obesity / Weight Status,38.2,2,231,High school graduate,EDUHSGRAD,28
18581,2013,MO,Missouri,BRFSS,Obesity / Weight Status,32,2,331,High school graduate,EDUHSGRAD,29
14231,2013,MT,Montana,BRFSS,Obesity / Weight Status,27.3,2,856,High school graduate,EDUHSGRAD,30
3259,2013,NE,Nebraska,BRFSS,Obesity / Weight Status,30.9,5,450,High school graduate,EDUHSGRAD,31
10581,2013,NV,Nevada,BRFSS,Obesity / Weight Status,29,1,312,High school graduate,EDUHSGRAD,32
28135,2013,NH,New Hampshire,BRFSS,Obesity / Weight Status,29.4,1,693,High school graduate,EDUHSGRAD,33
34903,2013,NJ,New Jersey,BRFSS,Obesity / Weight Status,29.1,3,409,High school graduate,EDUHSGRAD,34
38922,2013,NM,New Mexico,BRFSS,Obesity / Weight Status,26.7,2,515,High school graduate,EDUHSGRAD,35
21801,2013,NY,New York,BRFSS,Obesity / Weight Status,28.2,1,999,High school graduate,EDUHSGRAD,36
12278,2013,NC,North Carolina,BRFSS,Obesity / Weight Status,30.4,2,358,High school graduate,EDUHSGRAD,37
20571,2013,ND,North Dakota,BRFSS,Obesity / Weight Status,32,2,283,High school graduate,EDUHSGRAD,38
34175,2013,OH,Ohio,BRFSS,Obesity / Weight Status,31.7,4,039,High school graduate,EDUHSGRAD,39
37099,2013,OK,Oklahoma,BRFSS,Obesity / Weight Status,33.9,2,399,High school graduate,EDUHSGRAD,40
9984,2013,OR,Oregon,BRFSS,Obesity / Weight Status,29.4,1,392,High school graduate,EDUHSGRAD,41
36177,2013,PA,Pennsylvania,BRFSS,Obesity / Weight Status,32.4,4,021,High school graduate,EDUHSGRAD,42
20116,2013,RI,Rhode Island,BRFSS,Obesity / Weight Status,28.9,1,666,High school graduate,EDUHSGRAD,44
38758,2013,SC,South Carolina,BRFSS,Obesity / Weight Status,32.4,3,060,High school graduate,EDUHSGRAD,45
2157,2013,SD,South Dakota,BRFSS,Obesity / Weight Status,27.8,2,003,High school graduate,EDUHSGRAD,46
26509,2013,TN,Tennessee,BRFSS,Obesity / Weight Status,34.7,1,808,High school graduate,EDUHSGRAD,47
20014,2013,TX,Texas,BRFSS,Obesity / Weight Status,34,2,413,High school graduate,EDUHSGRAD,48
12240,2013,UT,Utah,BRFSS,Obesity / Weight Status,25.4,3,091,High school graduate,EDUHSGRAD,49
11016,2013,VT,Vermont,BRFSS,Obesity / Weight Status,28.4,1,849,High school graduate,EDUHSGRAD,50
29180,2013,VA,Virginia,BRFSS,Obesity / Weight Status,31,2,047,High school graduate,EDUHSGRAD,51
26469,2013,WA,Washington,BRFSS,Obesity / Weight Status,31.3,2,437,High school graduate,EDUHSGRAD,53
14536,2013,WV,West Virginia,BRFSS,Obesity / Weight Status,36,2,174,High school graduate,EDUHSGRAD,54
12452,2013,WI,Wisconsin,BRFSS,Obesity / Weight Status,32,2,136,High school graduate,EDUHSGRAD,55
22320,2013,WY,Wyoming,BRFSS,Obesity / Weight Status,27.5,1,883,High school graduate,EDUHSGRAD,56
1177,2013,PR,Puerto Rico,BRFSS,Obesity / Weight Status,30,1,418,High school graduate,EDUHSGRAD,72
