ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
31167,2013,NV,Nevada,BRFSS,Obesity / Weight Status,26.7,1,215,$75,000 or greater,INC75PLUS,32
1525,2013,NH,New Hampshire,BRFSS,Obesity / Weight Status,23.3,1,789,$75,000 or greater,INC75PLUS,33
8536,2013,NJ,New Jersey,BRFSS,Obesity / Weight Status,24.3,4,216,$75,000 or greater,INC75PLUS,34
10964,2013,NM,New Mexico,BRFSS,Obesity / Weight Status,21.6,1,663,$75,000 or greater,INC75PLUS,35
15144,2013,NY,New York,BRFSS,Obesity / Weight Status,21.1,2,397,$75,000 or greater,INC75PLUS,36
17385,2013,NC,North Carolina,BRFSS,Obesity / Weight Status,25.7,1,577,$75,000 or greater,INC75PLUS,37
5780,2013,ND,North Dakota,BRFSS,Obesity / Weight Status,28.5,2,255,$75,000 or greater,INC75PLUS,38
21589,2013,OH,Ohio,BRFSS,Obesity / Weight Status,26.1,2,374,$75,000 or greater,INC75PLUS,39
21868,2013,OK,Oklahoma,BRFSS,Obesity / Weight Status,31.3,1,515,$75,000 or greater,INC75PLUS,40
2149,2013,OR,Oregon,BRFSS,Obesity / Weight Status,23.1,1,382,$75,000 or greater,INC75PLUS,41
5140,2013,PA,Pennsylvania,BRFSS,Obesity / Weight Status,26,2,418,$75,000 or greater,INC75PLUS,42
1279,2013,RI,Rhode Island,BRFSS,Obesity / Weight Status,23.5,1,652,$75,000 or greater,INC75PLUS,44
31678,2013,SC,South Carolina,BRFSS,Obesity / Weight Status,27.8,2,064,$75,000 or greater,INC75PLUS,45
9462,2013,SD,South Dakota,BRFSS,Obesity / Weight Status,29.5,1,440,$75,000 or greater,INC75PLUS,46
20777,2013,TN,Tennessee,BRFSS,Obesity / Weight Status,26.3,701,$75,000 or greater,INC75PLUS,47
36854,2013,TX,Texas,BRFSS,Obesity / Weight Status,24.7,2,469,$75,000 or greater,INC75PLUS,48
20237,2013,UT,Utah,BRFSS,Obesity / Weight Status,22.1,3,517,$75,000 or greater,INC75PLUS,49
27456,2013,VT,Vermont,BRFSS,Obesity / Weight Status,21.2,1,454,$75,000 or greater,INC75PLUS,50
32505,2013,VA,Virginia,BRFSS,Obesity / Weight Status,23.5,2,373,$75,000 or greater,INC75PLUS,51
19547,2013,WA,Washington,BRFSS,Obesity / Weight Status,24.5,3,080,$75,000 or greater,INC75PLUS,53
34765,2013,WV,West Virginia,BRFSS,Obesity / Weight Status,35.6,993,$75,000 or greater,INC75PLUS,54
17231,2013,WI,Wisconsin,BRFSS,Obesity / Weight Status,28.1,1,280,$75,000 or greater,INC75PLUS,55
25733,2013,WY,Wyoming,BRFSS,Obesity / Weight Status,25.8,1,556,$75,000 or greater,INC75PLUS,56
1034,2013,PR,Puerto Rico,BRFSS,Obesity / Weight Status,26.5,197,$75,000 or greater,INC75PLUS,72
