ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
23933,2015,MO,Missouri,BRFSS,Obesity / Weight Status,38.7,1,431,55 - 64,AGEYR5564,29
26044,2015,MT,Montana,BRFSS,Obesity / Weight Status,26.8,1,342,55 - 64,AGEYR5564,30
16998,2015,NE,Nebraska,BRFSS,Obesity / Weight Status,36.5,3,581,55 - 64,AGEYR5564,31
15079,2015,NV,Nevada,BRFSS,Obesity / Weight Status,29.4,567,55 - 64,AGEYR5564,32
13326,2015,NH,New Hampshire,BRFSS,Obesity / Weight Status,30.7,1,576,55 - 64,AGEYR5564,33
31278,2015,NJ,New Jersey,BRFSS,Obesity / Weight Status,28.9,2,271,55 - 64,AGEYR5564,34
33659,2015,NM,New Mexico,BRFSS,Obesity / Weight Status,31.4,1,484,55 - 64,AGEYR5564,35
21179,2015,NY,New York,BRFSS,Obesity / Weight Status,29.7,2,437,55 - 64,AGEYR5564,36
10332,2015,NC,North Carolina,BRFSS,Obesity / Weight Status,36.4,1,249,55 - 64,AGEYR5564,37
30771,2015,ND,North Dakota,BRFSS,Obesity / Weight Status,35.6,1,069,55 - 64,AGEYR5564,38
26095,2015,OH,Ohio,BRFSS,Obesity / Weight Status,37,2,513,55 - 64,AGEYR5564,39
16711,2015,OK,Oklahoma,BRFSS,Obesity / Weight Status,37.6,1,461,55 - 64,AGEYR5564,40
32743,2015,OR,Oregon,BRFSS,Obesity / Weight Status,36.3,1,027,55 - 64,AGEYR5564,41
18764,2015,PA,Pennsylvania,BRFSS,Obesity / Weight Status,37.3,1,211,55 - 64,AGEYR5564,42
6850,2015,RI,Rhode Island,BRFSS,Obesity / Weight Status,29.6,1,352,55 - 64,AGEYR5564,44
14532,2015,SC,South Carolina,BRFSS,Obesity / Weight Status,35,2,313,55 - 64,AGEYR5564,45
29515,2015,SD,South Dakota,BRFSS,Obesity / Weight Status,40,1,478,55 - 64,AGEYR5564,46
14021,2015,TN,Tennessee,BRFSS,Obesity / Weight Status,37.6,1,271,55 - 64,AGEYR5564,47
24959,2015,TX,Texas,BRFSS,Obesity / Weight Status,36.5,2,627,55 - 64,AGEYR5564,48
20643,2015,UT,Utah,BRFSS,Obesity / Weight Status,31.1,1,991,55 - 64,AGEYR5564,49
21027,2015,VT,Vermont,BRFSS,Obesity / Weight Status,26.5,1,507,55 - 64,AGEYR5564,50
7640,2015,VA,Virginia,BRFSS,Obesity / Weight Status,34.3,1,874,55 - 64,AGEYR5564,51
28732,2015,WA,Washington,BRFSS,Obesity / Weight Status,32,3,301,55 - 64,AGEYR5564,53
5777,2015,WV,West Virginia,BRFSS,Obesity / Weight Status,41.8,1,278,55 - 64,AGEYR5564,54
26754,2015,WI,Wisconsin,BRFSS,Obesity / Weight Status,33.7,1,352,55 - 64,AGEYR5564,55
20618,2015,WY,Wyoming,BRFSS,Obesity / Weight Status,33.7,1,193,55 - 64,AGEYR5564,56
858,2015,GU,Guam,BRFSS,Obesity / Weight Status,33.7,285,55 - 64,AGEYR5564,66
1000,2015,PR,Puerto Rico,BRFSS,Obesity / Weight Status,34.2,997,55 - 64,AGEYR5564,72
